이직여부,majorcat,school,area,sex,age,graduy,a001,industry,job,a010,a011,a012,a014,a016,a018,a020,a021,a116,a117,a118,a119,a122,a125,a126,a127,a128,a129,a130,a131,a132,a133,a134,a135,a136,a137,a138,a139,a140,a141,a142,a143,a144,a145,a146,a151,a153,a158,a159,a160,a161,a162,a166,a168,a281,a282,a388,e001,f001,f004,f006,f008,f009,f010,f011,f013,f170,f023,f071,f072,f074,f079,f080,f081,f082,f083,f084,f085,f086,f101,f124,f138,g001,h001,i018,i050,j021,l001,n083,k001,k042,k043,k044,k045,k046,k047,k048,k049,k050,k051,k052,k053,k055,k056,k057,q015,q016,q017,p001,p014,p016,p017,p018,p020,p024,p028z,p031z,p035,p036,p046,p039,p041,p043,p045,r023,r024,r025,r026,r027,wt
2,7,2,8,2,27.5,2017,2015,10,5,3,3,1,1,6,0,1,4,4,20,0,0,200,200,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,2,2,2,2,2,2,2,2,2,2,3,5,1,2,2011,1,7,1,1,1,2012,1,3,1,2,2,3.5,100,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2400,2,2,2,3,3,4,3,4,4,4,3,4,4,3,3,4,4,4,4,4,4,1,2,4,2,1,2,1,5,5,6,3,3,2400,2,2,1,70,50,0,0,1,31.46034365
2,7,2,14,2,24.66666667,2018,2019,10,5,3,3,1,1,6,1,1,1,5,40,2,0,168,168,1,3,4,3,4,4,4,2,3,2,3,3,5,4,4,4,3,2,3,6,3,2,2,1,3,1,1,1,2,2,3,2,1,2,2013,1,3,1,4,1,2013,2,1,1,3,3,3.8,70,0,0,30,0,0,0,2,1,2,2,2,1,2,2,2500,2,2,1,4,5,5,4,4,5,5,5,5,5,5,3,4,3,3,5,3,4,1,2,1,1,1,3,1,5,5,8,4,3,0,2,1,1,100,120,0,30,1,30.86347104
1,7,2,2,1,26.83333333,2018,2018,16,3,9,4,1,2,8,0,6,2,3,20,0,0,82,82,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,2,6,2,1,2,2,2,2,2,2,2,2,10,13,1,2,2011,1,7,1,4,1,2011,2,3,1,4,2,3,0,0,0,100,0,0,0,2,1,1,2,1,2,2,2,3000,2,2,2,3,3,4,3,3,3,4,4,4,4,3,3,3,3,3,4,5,5,1,2,3,2,1,7,2,3,2,4,3,3,246,1,2,2,100,40,82,0,3,26.89345092
1,7,2,1,2,26.25,2018,2019,3,5,6,6,1,1,6,0,1,1,5,40,6,0,200,185,1,5,3,5,5,3,5,3,3,4,5,5,4,2,2,3,1,1,3,6,4,1,2,1,2,1,1,1,2,2,7,8,1,2,2012,1,9,1,4,1,2013,1,5,1,4,5,3.6,80,0,0,20,0,0,0,2,1,2,2,2,2,1,2,3000,1,1,1,5,5,5,5,3,3,5,5,5,5,5,5,3,5,5,7,7,4,1,2,1,1,1,8,1,3,3,8,6,3,0,2,2,1,50,45,100,200,1,15.73812692
2,7,2,1,2,24.25,2018,2019,17,1,4,4,1,11,2,0,1,1,5,40,0,0,180,180,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,1,6,2,2,2,1,2,1,1,1,2,2,1,2,1,2,2014,1,11,1,1,1,2014,1,5,1,4,3,4.1,0,0,0,100,0,0,0,2,2,2,2,1,1,2,2,3000,2,2,2,4,5,4,5,4,5,4,4,5,5,4,3,3,4,4,4,6,5,1,2,1,1,1,11,11,5,3,6,2,1,0,1,2,1,60,0,42,0,3,17.03784003
2,7,2,1,2,25,2017,2018,8,6,-1,-1,1,1,6,0,1,1,5,40,0,0,260,230,3,3,3,3,3,2,2,4,4,4,4,4,4,3,3,3,2,2,3,6,2,4,2,1,2,1,1,1,2,2,1,3,1,2,2013,1,2,1,1,1,2013,2,1,1,4,4,3.7,100,0,0,0,0,0,0,2,1,2,2,2,1,1,2,3000,2,2,1,4,4,4,3,2,4,4,4,4,4,4,3,3,3,3,5,5,5,1,2,1,1,1,2,1,5,5,7,4,3,780,2,2,1,100,15,0,0,1,18.1537018
2,7,2,8,1,27.83333333,2018,2018,18,5,1,1,1,8,2,0,8,5,3,35,0,0,200,200,2,2,4,3,4,4,3,2,2,4,4,4,4,3,4,4,3,3,5,6,4,3,2,2,2,2,2,2,2,2,4,3,1,2,2010,1,16,1,1,1,2012,1,3,1,4,4,4.2,70,0,0,30,0,0,0,2,1,2,2,1,2,2,2,2000,2,2,2,3,3,4,4,4,4,4,3,3,4,4,3,3,3,3,5,6,6,2,2,1,2,1,16,8,5,5,5,3,3,2000,2,2,2,180,10,50,0,1,16.1266847
1,7,2,5,1,25.75,2018,2018,6,1,4,4,1,1,6,0,1,1,6,14,14,2,186,160,2,3,1,1,1,1,3,2,3,3,1,1,1,1,2,2,3,3,3,6,1,1,2,1,3,1,1,1,2,2,7,9,1,2,2012,1,1,1,1,1,2012,1,3,1,5,1,3.4,100,0,0,0,0,0,0,2,1,2,2,2,1,2,2,3000,2,2,2,5,5,5,5,5,5,5,5,5,5,5,1,2,1,1,7,7,7,1,1,3,3,1,1,1,5,3,2,5,1,1488,2,1,2,60,20,0,0,1,11.63082909
2,7,2,12,1,27.75,2018,2019,10,5,2,2,1,1,6,0,1,1,5,40,10,0,195,195,3,3,3,3,4,3,3,2,3,4,3,3,2,3,3,2,3,4,2,6,4,2,2,1,2,1,1,1,2,2,3,7,1,2,2010,1,4,1,1,1,2011,1,3,1,3,1,3.5,0,100,0,0,0,0,0,1,1,2,2,2,1,2,2,2400,2,2,1,5,5,5,5,4,5,5,5,5,5,5,4,4,4,4,5,5,4,1,2,1,1,1,4,1,5,3,4,2,3,0,1,2,2,40,60,0,0,1,17.48504363
2,7,2,1,1,26.66666667,2018,2018,13,5,-1,-1,1,1,2,1,1,4,5,6,1,7,100,100,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,6,3,3,2,3,3,3,3,3,3,2,5,4,1,2,2011,1,2,1,1,1,2012,1,3,1,3,3,3.5,100,0,0,0,0,0,0,2,1,2,2,2,2,2,2,-1,1,2,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,5,5,1,2,6,1,1,2,1,6,5,4,3,3,400,2,2,2,100,0,0,0,3,19.9980175
2,7,2,8,1,26.41666667,2018,2018,18,5,6,6,1,1,3,1,5,1,5,40,8,8,230,167,1,2,4,4,2,3,4,4,1,3,2,4,5,5,4,2,3,3,4,5,4,1,2,1,3,1,1,1,3,2,8,7,1,2,2012,1,8,1,1,1,2012,2,3,2,5,3,3.9,10,40,0,50,0,0,0,1,1,2,2,2,2,2,2,4800,2,2,1,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,6,7,1,1,3,3,1,8,8,4,3,4,3,1,2600,1,2,2,40,0,0,0,1,25.28546615
1,7,2,11,2,24.66666667,2018,2018,3,2,3,3,1,2,3,1,1,1,5,40,0,0,200,174,2,5,3,2,2,3,2,1,1,1,3,3,3,5,3,3,2,4,2,6,4,1,1,1,3,1,1,1,2,2,13,1,2,2,2013,1,2,1,1,1,2014,1,5,1,2,2,3,0,50,0,50,0,0,0,1,2,2,2,2,1,2,2,2400,2,2,2,5,5,5,2,1,3,3,3,5,5,5,5,3,1,1,3,7,1,1,1,3,4,1,2,2,3,5,5,2,1,1800,2,2,1,50,0,0,3,1,31.76852166
1,7,2,8,1,26.25,2018,2017,14,7,6,6,1,1,6,0,1,1,5,40,0,0,368,290,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,6,1,1,2,1,2,1,1,1,2,2,1,2,1,2,2012,1,1,1,1,1,2012,2,3,1,1,1,3,100,0,0,0,0,0,0,2,1,2,2,1,2,2,2,2900,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,1,1,4,1,1,1,6,5,8,5,1,4416,2,2,2,100,30,35,0,1,22.92566666
2,7,2,15,2,24.5,2018,2015,16,3,1,1,1,15,1,0,1,1,5,30,0,0,110,110,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,2,2,2,2,2,2,2,2,2,1,2,1,2,2014,1,15,1,1,1,2014,2,3,2,4,4,3.2,0,0,0,100,0,0,0,2,2,2,2,2,2,2,2,3000,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,3,5,1,15,15,5,6,5,1,1,1320,-1,-1,1,100,0,0,0,1,26.57845008
2,7,2,6,2,24.91666667,2017,2017,16,3,1,1,1,6,2,0,1,4,5,30,0,0,300,100,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,2,4,6,3,1,2,2,2,2,1,1,2,2,3,1,1,2,2013,1,6,1,10,1,2013,1,3,1,4,3,3,0,70,0,30,0,0,0,1,2,1,2,2,1,2,2,1200,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,6,5,6,1,1,3,3,1,6,6,5,3,3,3,1,3600,2,2,1,100,0,0,5,1,35.25547061
2,7,2,4,2,23.66666667,2018,2018,18,5,3,3,1,4,3,0,4,2,4,8,0,0,150,150,3,2,4,3,3,3,3,1,1,3,3,3,3,3,4,3,3,3,4,6,4,3,2,2,2,2,2,2,3,2,4,3,1,2,2014,1,4,1,4,1,2014,2,5,1,4,4,3,100,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2000,2,2,2,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,1,1,3,4,1,4,4,5,5,4,3,1,1650,2,2,1,50,0,0,0,1,10.98597735
1,7,2,13,1,26.5,2018,2018,18,5,5,5,1,4,2,0,1,3,4,10,0,0,60,60,3,2,4,3,3,4,4,2,2,3,4,4,4,4,3,3,3,3,4,6,5,3,2,2,2,1,2,1,2,2,4,3,1,2,2012,1,8,1,1,1,2012,2,3,1,4,4,3.8,50,0,0,50,0,0,0,2,1,2,2,2,2,2,2,2000,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,1,2,1,1,1,8,4,5,5,8,6,3,600,2,2,2,50,3,0,0,1,12.48220553
2,7,2,1,2,25.58333333,2018,2019,16,3,-1,-1,1,1,6,1,6,2,1,2,0,0,40,40,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,6,4,4,2,3,3,3,3,3,3,2,4,2,1,1,2012,1,1,1,6,1,2014,1,3,1,5,5,3.8,0,20,0,80,0,0,0,1,2,2,2,2,1,2,2,3000,2,2,2,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,6,5,7,1,2,5,6,1,2,1,5,5,9,1,5,1000,2,2,1,100,0,0,0,1,45.53963947
2,7,2,8,1,27.33333333,2018,2018,16,1,9,6,1,8,3,0,6,1,5,40,0,0,130,120,3,3,4,4,4,3,3,3,4,3,4,4,4,4,3,4,3,3,4,6,4,3,2,2,2,2,2,2,3,2,4,6,1,2,2011,1,8,1,4,1,2012,1,5,1,4,4,3.7,0,50,0,50,0,0,0,1,1,2,2,1,1,2,2,3000,2,2,1,4,4,5,5,4,4,5,5,4,4,4,3,4,4,4,6,5,6,1,1,3,4,1,8,8,5,3,4,5,1,1300,2,2,2,100,0,800,0,1,40.81103752
2,7,2,8,2,23.91666667,2018,2018,16,3,1,1,1,8,2,1,1,1,5,30,0,0,130,120,2,3,3,4,5,3,3,3,3,2,3,3,3,3,3,3,2,2,3,6,3,2,2,1,3,1,1,1,2,2,4,3,1,2,2014,1,8,1,1,1,2014,1,3,1,3,3,3.5,0,90,0,10,0,0,0,1,2,2,2,2,1,2,2,3000,2,2,2,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,4,5,4,1,1,3,4,1,8,8,5,5,5,5,1,1560,2,1,1,50,0,0,20,1,53.08797317
2,7,2,4,1,26,2018,2019,18,5,3,3,1,4,2,0,1,3,1,2,0,0,30,30,3,3,3,3,3,3,5,3,3,3,3,3,5,3,4,4,3,3,5,6,5,4,2,2,2,2,2,2,3,2,1,3,1,2,2012,1,9,1,1,1,2012,1,3,1,4,4,3.5,50,0,0,50,0,0,0,2,1,2,2,1,2,2,2,3000,2,2,2,5,5,5,5,4,4,4,4,4,5,5,4,3,4,4,5,5,5,1,2,1,1,1,9,4,3,5,4,1,3,0,1,2,2,30,20,0,30,1,39.85309084
2,7,2,1,1,27.91666667,2018,2019,18,5,7,7,1,8,1,0,3,2,5,40,12,8,207,207,3,3,3,4,4,4,2,2,2,3,4,3,4,3,3,4,4,3,4,6,4,4,2,1,2,1,1,1,2,2,3,7,2,2,2010,1,8,1,1,1,2011,1,5,1,3,3,3,0,0,50,50,0,0,0,1,1,2,2,2,1,2,2,2000,2,2,2,4,4,5,5,3,5,3,4,4,3,3,3,4,4,4,6,6,5,1,2,1,1,1,8,8,3,3,5,2,3,2400,2,2,2,70,40,0,5,1,12.97779556
1,7,2,1,2,27.16666667,2018,2019,18,1,1,1,1,1,3,0,1,2,5,25,0,0,100,100,3,2,5,4,5,3,4,3,5,4,5,4,4,4,4,4,3,3,1,6,3,2,2,1,2,1,1,1,2,2,9,1,2,1,2011,1,15,1,1,1,2011,1,3,2,4,3,3.7,20,70,0,10,0,0,0,1,1,2,2,2,1,2,2,2400,2,2,1,5,5,4,4,3,4,5,3,5,4,5,1,4,3,3,6,6,5,1,2,1,1,1,2,1,3,4,5,2,3,1600,2,2,1,50,20,0,20,1,12.39745511
1,7,2,8,2,26.08333333,2018,2018,16,1,-1,1,1,8,5,0,6,2,5,40,0,0,170,170,4,4,4,4,3,3,2,3,3,3,4,4,4,3,4,4,3,3,2,2,3,3,2,1,2,1,1,3,3,2,2,1,1,2,2012,1,8,1,1,1,2013,1,3,1,3,3,3.4,100,0,0,0,0,0,0,2,1,2,1,1,1,2,2,2200,2,1,1,5,5,4,4,3,3,4,4,5,5,3,2,2,4,4,7,7,7,1,1,3,5,1,8,8,6,5,3,4,1,1040,2,2,1,80,0,60,10,1,18.63969221
2,7,2,1,2,25.83333333,2018,2018,16,3,2,2,1,1,6,0,1,2,2,9,0,0,40,60,3,2,4,4,4,3,4,2,3,4,4,4,4,3,3,4,2,2,4,6,4,2,2,2,2,2,2,2,2,2,3,4,1,2,2012,1,1,1,1,1,2013,2,3,1,4,2,3,20,0,0,80,0,0,0,2,1,2,2,2,1,2,2,3000,2,2,1,4,4,5,4,4,4,4,4,4,4,3,3,3,3,3,5,5,5,1,1,3,4,1,1,1,3,2,4,-1,1,1290,2,2,1,70,0,0,0,1,25.58115714
2,7,2,1,2,25,2018,2018,16,3,1,1,1,8,3,0,6,1,5,28,0,0,120,120,1,1,3,5,3,4,4,1,3,3,4,4,3,3,4,4,3,3,4,6,4,1,2,2,2,2,2,2,2,2,1,2,1,2,2010,1,8,1,4,1,2014,1,3,1,4,5,3.9,65,0,0,35,0,0,0,2,2,2,2,2,2,2,2,3000,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,7,7,7,1,1,3,5,1,8,8,5,5,8,6,1,1440,2,2,1,40,0,0,0,1,29.43585479
2,7,2,11,1,27.25,2018,2018,3,1,2,2,1,3,2,0,1,1,6,45,0,0,240,190,5,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,3,3,2,6,2,2,2,1,2,2,1,2,2,2,9,14,1,2,2011,1,3,1,1,1,2011,2,3,1,4,4,3.1,87,13,0,0,0,0,0,1,1,2,2,2,1,2,2,2400,2,2,2,2,2,4,4,2,2,5,5,5,5,5,3,2,2,2,7,7,7,1,1,3,5,1,3,3,3,3,8,2,1,1200,2,2,2,100,0,0,0,1,24.70588522
2,7,2,14,2,32,2018,2018,3,1,9,7,1,15,2,0,1,1,5,20,0,0,128,128,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,6,3,4,1,1,3,1,1,1,1,2,1,9,1,2,2006,1,15,1,1,2,2016,1,3,1,4,4,4,70,0,0,30,0,0,0,2,2,2,1,2,2,2,2,1680,2,2,2,5,5,3,3,4,4,4,4,5,5,5,3,4,4,4,6,6,6,2,2,2,2,1,15,15,3,5,2,4,3,768,1,2,1,200,20,0,0,1,22.32629406
1,7,2,6,2,26.33333333,2018,2018,16,3,9,3,1,13,2,0,1,1,5,40,4,2,190,180,4,3,4,4,2,3,4,2,4,3,4,3,2,3,3,2,3,3,2,6,2,2,2,2,2,2,2,2,2,2,1,13,1,2,2012,1,6,1,1,1,2013,2,3,1,5,2,4.2,50,0,0,50,0,0,0,2,1,2,2,2,1,2,2,2000,1,1,1,4,5,4,3,3,4,4,5,5,5,5,2,2,3,3,2,3,4,1,1,3,3,1,6,13,5,5,4,3,1,1520,2,2,1,80,0,0,0,1,28.52358635
2,7,2,12,2,27.5,2017,2019,16,3,1,1,1,9,1,0,1,5,5,30,0,0,80,80,2,3,4,4,4,4,4,3,3,4,5,4,4,4,5,5,3,3,3,6,3,1,2,2,2,2,2,3,2,2,4,3,1,2,2011,1,1,1,4,1,2011,2,3,1,5,4,3.8,0,100,0,0,0,0,0,1,1,2,2,2,2,2,2,2000,2,2,2,4,4,5,4,4,4,4,4,3,4,3,3,5,3,3,6,6,7,1,1,3,5,1,8,9,5,5,5,1,1,0,2,-1,1,40,60,0,0,1,32.96404895
2,1,1,1,2,22.41666667,2018,2018,11,1,9,9,1,1,6,1,1,1,5,40,0,0,250,244,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,6,2,2,1,1,2,1,1,1,1,2,1,11,1,2,2016,1,1,1,6,1,2016,2,1,1,2,3,3.5,0,0,0,100,0,0,0,2,2,2,2,2,2,2,2,2600,2,2,1,5,4,4,3,3,3,4,4,5,5,5,4,3,4,3,5,5,5,1,1,3,4,1,1,1,3,3,6,1,1,1750,2,2,1,100,0,0,0,1,33.2604938
2,1,1,8,1,25,2018,2019,9,6,1,1,1,1,1,0,8,4,7,56,10,8,100,100,4,2,3,4,4,4,3,3,3,3,4,3,2,3,2,3,3,4,1,6,1,1,2,1,2,1,1,1,2,2,1,2,2,2,2013,1,8,1,1,1,2013,2,7,1,4,3,3.8,0,0,0,100,0,0,0,2,1,2,2,2,2,2,1,2000,2,2,2,4,4,4,4,2,4,3,4,4,5,5,4,5,3,3,4,5,4,1,2,1,2,1,8,1,5,5,3,2,1,520,2,2,2,100,0,0,0,1,17.54158332
1,1,1,16,2,22.33333333,2018,2018,14,7,2,2,1,16,3,0,1,1,5,40,15,1,200,180,1,3,2,3,2,3,2,3,3,4,3,4,3,2,3,3,3,3,1,6,3,3,2,1,2,1,1,1,2,2,1,3,2,2,2016,1,16,1,1,1,2016,1,5,1,3,3,3.2,0,0,0,100,0,0,0,2,2,2,2,2,1,2,2,2400,2,2,1,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,1,1,1,3,2,1,16,16,3,1,5,1,1,1800,2,2,1,100,10,0,0,1,14.34326936
1,1,1,1,1,26.41666667,2018,2018,13,3,3,3,1,1,3,0,1,1,5,40,0,0,180,180,3,4,4,4,4,2,4,3,3,4,4,3,2,3,3,3,3,4,4,6,4,4,1,1,2,1,1,1,2,2,4,3,1,2,2012,1,1,1,1,1,2013,2,1,1,3,3,4,50,0,0,50,0,0,0,2,1,2,1,2,1,2,1,2000,2,2,1,4,4,4,2,3,3,3,4,4,4,3,3,4,3,3,5,5,4,1,1,3,3,1,1,1,5,5,8,5,1,1620,2,2,2,80,0,0,0,1,24.91273684
2,1,1,8,1,26.91666667,2018,2019,3,1,5,5,1,8,1,0,1,1,5,40,15,1,220,220,3,4,3,4,3,3,4,4,3,3,3,4,3,2,3,3,3,3,2,6,2,2,2,1,2,1,1,1,2,2,10,13,1,2,2012,1,8,1,1,1,2013,1,5,1,3,3,3.5,0,0,0,100,0,0,0,2,1,2,2,2,2,2,2,2600,2,2,1,5,5,4,3,3,5,4,4,4,5,5,2,4,3,3,5,5,5,1,2,1,1,1,8,8,3,3,2,1,4,0,2,1,2,40,0,0,0,1,21.03516655
2,1,1,11,1,62.41666667,2018,2015,1,10,1,1,1,11,1,0,8,5,7,50,0,0,110,110,2,3,4,4,4,5,4,2,3,2,5,4,4,3,4,4,3,4,2,6,2,2,2,2,2,2,2,2,2,2,3,5,1,2,1977,1,11,1,1,1,2015,2,6,1,3,4,4.4,0,0,0,100,0,0,0,2,2,2,1,2,2,2,1,2100,1,2,2,4,2,4,2,3,3,3,4,4,5,4,3,3,4,4,2,4,3,2,2,1,2,1,11,11,1,1,1,3,3,1320,2,2,2,50,30,0,0,1,12.30492397
1,1,1,15,2,22.16666667,2018,2018,17,4,3,3,1,1,3,0,1,1,4,44,0,0,180,180,3,4,4,5,5,2,3,4,4,5,4,5,4,4,4,4,3,3,3,6,5,4,1,1,2,1,1,1,2,2,1,2,2,2,2016,1,15,1,1,1,2016,2,7,1,5,5,4.1,0,30,0,70,0,0,0,1,2,2,2,2,2,2,1,3000,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,1,2,1,1,1,15,1,3,2,2,1,3,1370,2,1,1,30,45,0,0,1,16.62597521
1,1,1,8,1,25.41666667,2018,2019,3,2,-1,5,1,8,2,0,2,1,5,40,5,1,200,200,3,4,3,3,4,2,5,4,3,3,3,3,3,3,4,3,3,3,1,6,1,4,1,1,3,1,1,1,2,2,1,2,1,2,2013,1,8,1,1,1,2013,2,1,1,2,2,4,30,50,20,0,0,0,0,1,1,2,2,2,1,2,2,2400,2,2,2,4,4,4,1,4,4,5,5,5,4,4,4,4,4,4,5,5,5,1,1,3,3,1,8,8,5,3,6,4,1,0,2,2,2,60,0,0,10,1,21.30798844
2,1,1,6,2,22.16666667,2018,2018,7,7,1,1,1,6,8,0,1,1,6,66,0,0,200,170,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,3,3,1,6,3,1,2,2,2,2,2,2,2,2,3,7,1,2,2016,1,6,1,1,1,2016,1,5,1,4,4,3.9,5,0,0,95,0,0,0,2,2,2,2,2,2,2,2,2400,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,7,7,7,1,1,3,4,1,6,6,4,5,4,3,1,1000,2,2,1,130,0,0,0,1,23.51310001
2,1,1,12,2,56.25,2018,2019,17,6,-1,-1,1,8,2,0,4,1,5,25,0,0,120,120,3,3,4,4,3,3,3,4,3,3,3,3,3,3,4,4,3,3,3,6,4,3,1,1,2,1,1,1,2,2,2,1,1,2,1982,1,1,1,6,1,2016,2,1,1,3,3,4,0,0,50,50,0,0,0,2,2,2,2,2,1,2,2,1800,2,2,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,5,5,2,2,2,4,1,2,8,3,3,6,4,3,0,2,1,1,400,30,0,0,1,25.64153694
2,2,1,1,2,21.75,2018,2018,16,1,6,6,1,1,3,0,6,1,5,40,0,0,200,200,4,3,4,4,5,3,4,4,3,4,4,4,2,3,4,4,3,3,2,2,3,2,2,1,3,1,1,1,2,2,1,2,1,2,2016,1,8,1,6,1,2016,2,1,1,4,4,4.2,50,0,0,50,0,0,0,2,2,2,2,2,1,2,2,2400,2,2,1,5,5,4,4,4,4,3,4,5,4,4,2,3,4,4,4,5,5,1,1,3,6,1,10,8,4,4,6,2,1,800,2,2,1,80,0,0,0,1,77.3267395
2,2,1,1,2,25.75,2018,2018,13,1,2,2,1,16,1,0,1,1,5,40,0,0,241,183,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,3,6,4,5,1,1,3,1,1,1,2,2,10,2,1,2,2012,1,1,1,6,1,2016,1,1,1,3,3,3.9,0,0,0,100,0,0,0,2,2,2,2,1,2,2,1,2200,2,2,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,1,2,1,1,1,1,16,2,3,3,2,3,1928,2,2,1,100,19,10,0,1,81.32750371
1,2,1,1,2,22.83333333,2018,2018,5,1,5,5,1,1,6,0,1,1,5,40,4,0,220,200,3,4,4,5,1,4,4,4,1,4,1,3,5,2,3,4,5,3,5,6,5,4,1,1,2,1,1,1,2,2,1,2,2,2,2015,1,4,1,6,1,2016,2,1,1,5,1,3.2,0,0,0,100,0,0,0,1,2,2,2,2,1,1,2,2200,2,2,1,5,5,5,4,5,5,5,5,3,5,5,2,5,3,1,5,7,3,1,2,1,1,1,4,1,5,5,5,4,3,2755,2,1,1,85,21,0,0,1,68.95099306
2,2,1,1,2,23.16666667,2018,2019,16,1,7,3,1,1,6,1,6,1,5,40,2,0,185,185,2,2,3,4,4,3,5,4,2,4,4,3,4,3,4,3,3,3,2,2,1,2,2,1,3,1,1,1,3,2,1,11,1,2,2015,1,1,1,1,1,2015,1,5,1,4,3,3.8,20,0,0,80,0,0,0,2,2,2,2,2,1,2,2,2400,2,2,2,5,5,4,2,4,4,3,5,5,4,5,3,5,4,4,3,3,5,1,1,3,2,1,1,1,3,3,9,1,1,0,2,1,1,30,0,0,0,1,71.54788052
2,2,1,8,2,22.66666667,2018,2018,17,1,7,7,1,8,3,0,1,1,6,42,0,0,180,150,2,3,4,3,4,4,3,3,3,4,3,4,4,4,3,3,3,3,4,6,4,4,2,1,3,1,1,1,2,2,13,3,1,2,2015,1,8,1,1,1,2015,1,5,1,4,4,3,30,0,0,70,0,0,0,2,2,2,2,2,1,2,2,2800,2,2,1,4,4,4,4,4,3,4,4,5,4,4,3,4,4,4,4,4,5,1,1,3,5,1,8,8,3,3,6,4,1,2160,2,2,1,70,0,0,0,1,107.5349002
2,2,1,8,1,26.33333333,2018,2019,3,2,5,5,1,5,1,0,1,1,5,40,15,0,250,250,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,6,4,2,2,1,2,1,1,1,2,2,7,10,2,2,2012,1,8,1,1,1,2016,2,7,1,3,3,3.5,0,0,100,0,0,0,0,2,2,2,2,2,1,2,2,3000,1,2,2,5,5,4,2,3,4,4,4,5,5,5,3,5,3,3,7,7,7,1,2,1,1,1,8,5,3,3,10,7,4,1800,2,2,2,120,10,0,0,1,77.7351953
2,2,1,8,2,21.66666667,2018,2019,13,1,-1,3,1,1,6,0,1,1,5,40,0,0,183,183,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,6,4,2,2,1,3,1,1,1,2,2,2,9,1,2,2016,1,1,1,1,1,2016,2,1,1,3,3,4.4,0,0,0,100,0,0,0,2,2,2,2,2,1,2,2,2200,2,2,2,4,4,4,4,4,4,4,4,4,4,4,2,2,3,3,4,4,4,1,1,3,3,1,1,1,3,2,6,1,1,0,2,2,1,50,0,0,0,1,107.1389145
2,2,1,8,1,29.66666667,2018,2010,15,3,9,9,1,9,2,0,5,1,5,80,4,1,298,140,3,4,4,4,5,5,5,5,3,5,4,5,5,5,4,4,3,3,3,6,3,2,1,2,1,1,1,1,2,2,9,15,1,2,2008,1,8,1,2,1,2016,1,1,1,3,3,4.3,0,0,10,90,0,0,0,1,2,2,1,2,2,2,2,2000,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,7,7,7,2,2,1,4,1,8,9,3,3,2,3,4,3576,2,1,8,280,30,0,0,1,70.10024011
2,2,1,8,1,58.58333333,2018,2018,14,6,9,5,1,8,6,1,3,1,5,40,0,0,400,400,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,6,4,2,2,1,2,1,1,1,1,2,1,5,1,2,1981,1,13,1,1,1,2016,1,5,1,4,4,3,0,0,100,0,0,0,0,2,2,2,2,2,2,2,2,5000,2,2,2,4,4,4,4,4,4,3,5,4,4,4,4,4,3,3,7,7,7,2,2,1,3,1,13,8,1,1,10,7,3,3200,2,2,6,300,30,0,0,1,77.60839808
