이직여부,majorcat,school,area,sex,age,graduy,a001,industry,job,a010,a011,a012,a014,a016,a018,a020,a021,a116,a117,a118,a119,a122,a125,a126,a127,a128,a129,a130,a131,a132,a133,a134,a135,a136,a137,a138,a139,a140,a141,a142,a143,a144,a145,a146,a151,a153,a158,a159,a160,a161,a162,a166,a168,a281,a282,a388,e001,f001,f004,f006,f008,f009,f010,f011,f013,f170,f023,f071,f072,f074,f079,f080,f081,f082,f083,f084,f085,f086,f101,f124,f138,g001,h001,i018,i050,j021,l001,n083,k001,k042,k043,k044,k045,k046,k047,k048,k049,k050,k051,k052,k053,k055,k056,k057,q015,q016,q017,p001,p014,p016,p017,p018,p020,p024,p028z,p031z,p035,p036,p046,p039,p041,p043,p045,r023,r024,r025,r026,r027,wt
2,2,1,8,1,24.25,2018,2019,16,1,2,2,1,8,2,0,1,4,5,45,0,0,500,200,4,3,3,2,5,3,3,3,3,4,5,5,3,2,4,4,4,2,1,6,1,4,2,1,3,1,1,1,3,2,1,6,1,2,2014,1,8,1,1,1,2016,1,6,1,4,1,3.8,0,100,0,0,0,0,0,1,2,2,2,2,1,1,2,2300,2,2,2,3,4,4,3,3,4,4,4,4,4,4,4,3,3,3,4,4,4,1,1,3,4,1,8,8,4,3,5,6,1,0,1,2,2,40,0,0,0,1,88.56639779
2,2,1,14,1,25.16666667,2018,2019,8,6,-1,5,1,8,3,0,1,1,5,40,0,0,200,200,4,5,4,4,5,5,4,4,4,4,5,5,4,4,4,4,3,3,3,6,3,4,2,1,2,1,1,1,2,2,2,7,1,2,2014,1,3,1,7,1,2014,1,5,1,4,4,3.4,100,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2000,2,2,2,4,4,5,5,5,4,5,5,5,4,4,4,4,5,5,6,7,6,1,2,1,1,1,3,8,4,3,5,3,3,0,2,2,2,50,5,0,0,1,80.24848755
2,2,1,2,2,22.58333333,2018,2018,17,4,2,2,1,2,1,0,1,1,5,40,0,0,170,146,3,3,3,3,3,2,3,3,3,3,3,3,1,3,3,3,3,3,1,6,2,2,2,1,3,1,1,1,3,2,1,3,2,2,2016,1,2,1,6,1,2016,2,1,1,2,2,2.8,100,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2090,2,2,2,5,5,5,3,3,4,5,5,5,3,5,3,5,3,3,4,4,4,1,1,1,3,1,2,2,3,3,4,3,1,518,2,1,1,150,0,0,0,1,102.2335195
2,2,1,7,1,26.58333333,2018,2016,7,7,9,6,1,8,1,0,1,1,5,35,4,0,240,130,4,4,2,3,5,2,4,5,1,2,3,2,2,1,3,3,2,2,5,6,1,2,2,1,2,1,1,1,1,2,1,9,1,2,2011,1,7,1,1,1,2011,2,1,1,1,1,3.8,50,0,25,25,0,0,0,2,1,2,2,2,2,2,2,3000,1,2,2,5,5,5,1,4,3,4,5,5,5,3,1,3,1,1,4,4,3,1,2,1,1,1,7,8,2,3,3,1,3,2880,2,2,2,60,30,0,0,1,90.09900352
1,2,1,1,2,21.83333333,2018,2017,9,1,5,5,1,8,2,0,1,1,5,40,0,0,183,165,3,3,3,4,4,2,4,2,3,3,3,3,3,3,3,4,4,3,4,6,4,4,2,1,2,1,1,1,3,2,13,2,1,2,2016,1,8,1,6,1,2016,2,1,1,4,4,3.8,0,0,0,100,0,0,0,2,2,2,2,2,2,2,2,2400,2,2,2,4,4,5,5,4,3,5,5,5,5,5,5,3,5,4,3,5,3,1,1,3,5,1,8,8,4,3,2,1,1,2196,2,2,1,50,0,0,0,1,56.48521222
1,2,1,1,2,29.91666667,2018,2016,14,1,9,-1,1,1,4,0,1,1,5,45,0,0,188,188,2,2,3,3,3,3,3,1,1,1,1,1,3,1,2,3,1,1,1,1,1,4,2,1,3,1,3,3,1,2,7,10,1,2,2008,1,13,1,1,1,2016,2,7,1,3,3,3.3,0,0,100,0,0,0,0,2,2,2,2,2,2,1,2,3000,2,2,1,4,4,5,2,4,4,5,5,5,5,5,4,5,5,5,2,4,3,1,1,3,4,1,13,1,6,4,2,1,1,2256,-1,2,1,58,58,0,35,1,67.63009231
2,2,1,9,1,48.66666667,2018,2015,6,8,1,1,1,9,2,0,1,5,7,56,0,0,100,100,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,6,1,1,2,2,2,2,2,2,2,2,3,-3,1,2,1989,1,9,1,1,1,2016,2,6,1,5,5,3.6,0,0,10,90,0,0,0,1,2,2,2,2,2,2,2,2400,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,2,2,1,4,1,9,9,1,1,4,3,3,1200,2,2,2,100,30,0,0,1,54.48982532
2,2,1,8,1,26.5,2018,2018,14,1,-1,-1,1,1,6,1,1,1,5,40,12,4,190,190,3,5,3,5,3,1,4,1,1,2,1,2,3,4,3,3,3,3,1,6,4,1,2,1,2,1,1,1,3,2,13,1,1,2,2012,1,8,1,1,1,2012,2,6,1,5,5,3.6,100,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2100,2,2,1,5,4,3,3,3,3,1,3,4,5,5,1,5,1,1,7,7,7,1,1,3,4,1,8,8,3,3,7,4,1,760,2,1,3,100,0,0,0,1,63.57391872
2,2,1,8,1,22.58333333,2018,2019,18,6,-1,-1,1,8,1,0,1,1,5,40,0,0,200,200,3,4,4,4,4,4,3,3,3,4,4,4,4,4,3,3,3,3,3,6,3,3,2,1,2,1,1,1,2,2,1,2,1,2,2016,1,8,1,1,1,2016,1,5,1,4,3,3.4,100,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2000,2,2,2,4,4,5,5,4,4,5,5,4,4,5,4,4,5,5,6,7,6,1,1,3,6,1,8,8,4,3,6,4,1,60,2,2,7,60,0,0,0,1,63.20385505
2,2,1,10,2,22.16666667,2018,2018,8,7,-1,-1,1,5,6,0,1,1,5,40,24,0,258,210,2,4,4,4,3,3,3,2,2,4,3,4,4,3,3,3,3,3,4,6,3,5,2,1,2,1,1,1,1,2,3,8,2,2,2016,1,6,1,1,1,2016,2,6,1,3,3,3.3,50,0,0,50,0,0,0,2,2,2,2,2,2,1,2,2500,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,1,2,1,1,1,6,5,5,4,8,6,3,4002,2,1,1,80,15,0,20,1,55.93957825
1,2,1,10,1,25.16666667,2018,2018,9,6,-1,2,1,10,2,0,1,1,6,48,0,0,200,180,3,3,5,4,4,4,2,3,3,3,3,3,5,4,3,4,3,3,5,6,5,3,2,2,2,2,2,2,2,2,3,4,1,2,2013,1,10,1,1,1,2013,2,1,1,3,3,4,70,0,0,30,0,0,0,2,1,2,2,2,2,2,2,3000,2,2,2,5,4,5,5,4,4,5,5,5,5,4,4,4,4,4,6,7,6,1,1,3,4,1,10,10,5,5,5,3,1,2200,2,2,2,100,0,0,0,1,76.34487895
2,2,1,6,1,25.08333333,2018,2018,3,9,-1,-1,1,8,4,0,1,1,5,45,0,0,250,179,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,3,3,1,6,1,4,2,1,2,1,1,1,2,2,2,1,1,2,2014,1,1,1,1,1,2014,2,2,1,3,3,3,0,100,0,0,0,0,0,1,1,2,2,2,1,2,2,2700,2,2,2,5,5,5,3,5,4,4,3,3,5,5,3,3,3,3,7,7,7,1,1,3,3,1,1,1,2,2,5,4,1,2500,2,1,2,150,5,0,0,1,64.65721366
1,2,1,8,2,23.41666667,2018,2019,3,1,2,2,1,1,3,0,1,1,5,40,0,0,191,191,3,4,3,4,4,2,3,3,3,3,3,3,4,3,3,3,2,3,4,6,4,4,1,1,2,1,1,1,2,2,4,2,1,2,2015,1,1,1,2,1,2016,1,5,1,4,3,3.5,0,100,0,0,0,0,0,1,2,2,2,2,1,2,2,2300,2,2,1,4,4,5,3,4,4,4,4,4,4,4,4,5,3,3,5,6,5,1,1,3,4,1,1,1,2,3,4,3,1,0,2,2,1,10,0,0,20,1,50.61549854
2,2,1,8,2,23,2018,2019,14,1,-1,6,1,8,3,1,1,2,5,40,0,0,170,170,3,2,4,4,4,3,3,3,3,4,3,4,4,3,3,3,3,3,4,6,4,2,2,1,3,1,1,1,3,2,4,3,2,2,2015,1,8,1,1,1,2016,2,1,1,4,4,3,0,0,5,95,0,0,0,2,2,2,2,2,1,2,2,2500,2,2,2,4,4,4,4,4,4,4,4,5,4,4,4,3,4,4,5,5,5,1,1,3,4,1,9,8,3,3,1,4,1,1200,2,2,1,70,0,0,0,1,51.33781104
2,2,1,5,2,21.83333333,2018,2019,6,1,6,6,1,1,6,2,1,1,5.5,45,4,1,220,220,4,2,2,4,1,1,2,2,1,4,4,4,4,2,2,2,1,4,4,6,4,2,2,1,3,1,1,2,2,2,4,1,2,2,2016,1,5,1,1,1,2016,1,5,1,4,2,3,90,10,0,0,0,0,0,1,2,2,2,1,1,2,2,2200,1,2,1,5,5,5,5,3,4,5,3,4,4,5,5,5,2,2,5,5,5,1,2,3,4,1,5,5,3,3,4,4,3,1328,2,-1,1,80,0,0,0,1,50.87392068
2,2,1,4,2,24.5,2018,2018,6,1,5,5,1,4,6,1,1,1,5,40,0,0,210,165,2,3,3,4,4,2,2,4,3,3,4,3,2,3,2,3,3,3,3,6,3,2,2,1,2,1,1,1,3,2,1,2,1,2,2014,1,4,1,6,1,2016,2,1,1,3,3,3.9,0,0,20,80,0,0,0,2,2,2,2,2,1,2,2,2400,2,2,2,5,5,4,4,4,4,3,4,5,5,5,4,4,3,3,5,5,5,1,1,3,5,1,8,4,5,3,3,2,1,2520,2,2,1,100,0,0,0,1,37.00422318
2,2,1,4,1,24.33333333,2018,2018,7,1,9,6,1,4,2,0,1,1,5,40,0,0,220,200,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,3,6,3,3,2,1,2,1,1,1,1,2,3,4,1,2,2014,1,9,1,2,1,2014,2,1,1,4,4,3.5,0,0,0,100,0,0,0,2,1,2,2,2,2,2,2,2400,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,1,1,9,4,4,4,6,1,3,1760,2,2,2,100,30,0,0,1,43.53898709
2,2,1,10,2,23.75,2018,2019,3,1,-1,6,1,17,2,0,1,1,5,40,2,0,250,250,2,3,4,4,4,4,4,2,2,4,3,3,4,3,3,4,4,3,3,6,3,4,2,1,2,1,1,1,2,2,11,1,2,2,2014,1,10,1,6,1,2016,2,7,1,4,4,4.3,0,0,100,0,0,0,0,2,2,2,2,2,1,2,2,3000,2,2,2,5,5,4,4,4,5,5,5,5,5,5,5,5,4,4,6,6,6,1,2,1,1,1,10,17,4,3,6,2,4,1680,2,1,1,100,10,0,0,1,33.03613871
2,2,1,15,2,25.58333333,2018,2018,7,1,9,3,1,15,6,0,4,1,5,40,0,0,210,200,4,2,3,3,5,3,3,4,2,4,3,3,3,3,3,3,3,3,4,6,4,3,2,1,2,1,1,1,1,2,11,1,1,2,2013,1,15,1,1,1,2016,2,1,1,3,4,4.2,60,0,0,40,0,0,0,2,2,2,1,2,2,2,2,2500,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,1,1,3,4,1,2,15,3,2,3,2,1,2100,2,2,1,40,0,0,0,1,41.98773768
2,2,1,7,1,24.33333333,2018,2019,15,1,7,7,1,7,3,0,5,1,5,40,0,0,170,170,4,4,4,4,4,4,4,4,4,5,5,5,4,5,5,5,3,2,3,6,3,2,2,1,2,1,1,1,3,2,7,9,2,2,2014,1,7,1,2,1,2014,1,5,1,3,3,3.4,100,0,0,0,0,0,0,2,1,2,2,2,2,2,2,3000,1,2,2,4,4,4,4,4,4,5,5,5,5,5,3,4,4,4,7,7,7,1,1,3,4,1,7,7,3,3,6,2,1,2300,2,2,2,70,0,0,0,1,43.58974417
2,2,1,8,2,23.66666667,2018,2019,9,6,2,2,1,8,1,0,1,1,6,48,0,0,185,185,4,5,5,5,3,4,5,3,4,4,5,4,4,4,4,5,3,3,1,6,3,2,1,2,2,2,2,2,2,2,3,7,2,2,2014,1,8,1,1,1,2016,1,5,1,4,2,4,0,0,0,100,0,0,0,2,2,2,2,2,1,2,2,1800,2,2,2,4,4,5,2,4,4,5,5,5,5,5,2,5,2,2,7,7,7,1,1,3,4,1,8,8,5,5,3,3,1,1320,1,2,1,30,0,0,0,3,39.60751263
1,2,1,4,2,22,2018,2016,9,6,-1,1,1,8,3,0,1,1,5,35,2,8,130,120,3,3,4,5,4,4,4,4,3,3,3,4,5,3,4,4,3,3,2,6,1,2,1,1,3,3,1,3,2,2,2,1,1,2,2016,1,8,1,2,1,2016,1,5,1,3,3,4.2,20,0,0,80,0,0,0,2,2,2,2,1,2,2,2,2400,2,2,2,5,5,4,2,3,3,3,4,5,4,4,4,4,3,3,5,6,5,1,1,3,3,1,8,8,5,3,8,4,1,1860,2,1,1,100,0,0,0,1,22.4692124
1,2,1,11,1,24.16666667,2018,2017,3,9,2,2,1,11,2,0,1,1,5,40,20,1,250,210,2,4,4,5,1,5,5,3,3,5,5,5,5,5,4,4,4,4,4,6,2,1,2,1,2,1,1,1,2,2,7,5,1,2,2014,1,11,1,1,1,2014,2,1,1,2,2,4,20,0,0,80,0,0,0,2,1,2,2,2,2,2,2,1800,2,2,1,5,5,5,5,4,4,4,4,4,4,4,3,4,4,4,4,6,6,1,1,3,3,1,8,11,3,3,8,3,1,3000,2,2,2,150,0,0,0,1,33.17469196
2,2,1,3,2,26.25,2018,2019,7,7,1,1,1,3,2,0,1,5,6,48,0,0,300,300,4,5,5,5,5,5,4,3,5,5,5,5,5,4,4,4,3,3,4,6,3,4,2,2,2,2,2,2,2,2,3,9,2,2,2012,1,3,1,1,1,2016,1,5,1,5,5,4.4,0,0,0,100,0,0,0,2,2,2,2,2,1,1,2,3500,2,2,2,4,5,5,4,4,3,3,4,4,4,3,3,5,3,3,6,5,6,1,1,3,3,1,3,3,3,2,5,3,1,2750,2,1,1,50,0,0,70,1,33.1447843
2,2,1,9,2,48,2018,2018,17,3,5,5,1,9,2,0,3,1,5,40,1,2,174,160,1,4,2,4,2,5,4,3,2,5,2,5,4,4,4,2,4,3,4,3,2,1,1,1,2,1,1,1,2,2,3,9,2,2,1990,1,1,1,1,1,2016,2,7,2,1,1,3.5,0,0,40,60,0,0,0,2,2,2,2,2,2,2,2,3000,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,2,2,2,2,1,9,9,1,1,5,3,3,1350,2,2,1,390,10,0,0,1,60.43759573
2,2,1,8,2,27.08333333,2018,2018,17,3,4,4,1,1,3,0,4,2,5,40,0,0,164,140,2,2,4,4,4,3,4,2,2,3,4,3,3,4,2,3,3,3,3,6,2,1,1,1,2,1,1,1,3,2,1,4,1,2,2011,1,1,1,1,1,2016,1,5,1,4,3,4,20,0,80,0,0,0,0,2,2,2,2,2,2,2,2,2400,2,2,2,5,4,4,3,4,4,4,4,5,4,5,3,5,4,4,7,7,5,1,1,3,3,1,1,1,1,2,3,4,1,1968,2,2,1,40,0,0,0,1,70.15867254
2,2,1,8,2,22,2018,2018,17,3,3,3,1,1,6,1,4,1,5,40,1,1,180,170,4,4,4,3,4,4,3,4,4,4,3,4,5,4,4,4,3,3,5,6,4,2,1,1,3,1,1,1,3,2,9,3,1,2,2016,1,5,1,1,1,2016,2,6,1,4,4,4.1,30,0,0,70,0,0,0,2,2,2,2,1,1,2,2,2300,2,2,2,5,5,4,3,4,4,5,4,4,4,4,2,5,4,4,4,5,5,1,1,3,5,1,5,5,5,3,5,3,1,2300,2,1,1,100,30,0,0,1,70.63235669
2,2,1,8,2,22.5,2018,2018,17,3,4,3,1,1,6,1,4,1,4,40,10,8,200,200,3,4,4,4,4,4,2,5,3,4,4,4,3,4,3,3,3,3,3,6,2,1,1,1,3,1,1,1,3,2,1,9,1,2,2016,1,8,1,1,1,2016,1,5,1,3,2,2.5,100,0,0,0,0,0,0,2,2,2,2,2,1,2,2,3000,2,2,2,5,5,4,3,4,4,3,4,5,5,5,3,4,3,3,4,3,2,1,1,3,4,1,1,8,1,3,3,1,1,1980,2,1,1,60,0,0,0,1,76.0543732
2,2,1,8,1,29.08333333,2018,2019,17,3,3,2,1,8,3,1,5,1,5,41,8,2,210,190,2,4,4,4,4,3,4,2,2,3,3,3,4,3,3,4,3,3,4,6,3,2,1,1,3,1,1,2,2,2,4,1,1,2,2009,1,8,1,7,2,2017,2,1,1,3,2,3.7,0,0,20,80,0,0,0,1,2,2,1,2,1,2,2,2500,2,2,2,5,5,5,5,4,4,4,4,5,5,4,2,4,3,3,4,6,4,1,1,3,2,1,8,8,2,2,2,1,1,0,2,1,2,60,0,0,0,1,50.75746482
2,2,1,5,2,22.33333333,2018,2018,17,3,5,5,1,8,3,0,4,1,5,40,10,0,230,180,4,4,3,4,3,4,4,4,3,3,4,4,4,4,4,3,3,3,3,6,4,2,1,1,3,1,1,1,3,2,1,8,1,2,2016,1,8,1,1,1,2016,2,1,1,3,3,3.9,30,0,0,70,0,0,0,2,2,2,2,2,1,2,2,2400,1,2,2,4,4,4,4,3,3,4,4,4,3,4,4,4,3,4,5,5,4,1,1,3,4,1,1,8,1,1,6,4,1,2760,2,1,1,50,0,0,0,1,69.32459345
2,2,1,17,1,25,2018,2017,17,3,6,6,1,17,2,0,1,1,5,40,0,0,267,250,3,3,3,4,4,3,3,4,3,3,3,3,3,3,4,4,3,3,4,6,5,2,1,1,2,1,1,1,2,1,4,3,1,2,2013,1,1,1,1,1,2013,1,5,1,1,1,3.7,70,0,0,30,0,0,0,2,1,2,2,2,2,2,2,2400,2,2,2,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,5,5,4,1,2,1,1,1,1,11,5,5,7,3,3,3204,2,2,2,100,20,0,0,1,54.22888956
2,2,1,10,2,24.33333333,2018,2018,16,1,5,5,1,10,2,0,6,1,5,40,0,0,190,180,1,1,3,4,4,2,5,2,1,4,4,4,2,2,2,3,3,4,3,6,2,2,1,1,2,1,1,1,2,2,1,11,1,2,2014,1,10,1,6,1,2016,2,6,1,2,4,3.7,100,0,0,0,0,0,0,1,2,2,2,1,1,2,2,2000,2,2,1,5,5,5,4,4,4,4,4,4,5,5,4,4,4,4,6,6,6,1,1,3,4,1,1,10,2,3,3,3,1,1710,2,2,1,80,0,18,0,1,45.01750316
2,2,1,14,2,46.5,2018,2001,7,7,1,1,1,14,2,0,1,4,6,60,0,0,500,900,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,5,5,5,2,5,5,4,1,1,2,1,2,2,2,2,1,10,1,2,1992,1,14,1,1,1,2016,2,6,2,5,5,3.9,0,0,100,0,0,0,0,2,2,2,2,2,2,2,2,2000,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,2,2,2,6,1,14,14,2,2,9,2,3,6000,2,1,1,100,20,0,1,1,63.72856349
2,2,1,14,1,44.75,2018,1995,16,1,7,7,1,14,2,0,5,1,5,40,8,0,500,100,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,6,1,1,1,2,1,1,1,1,2,2,1,2,1,2,1992,1,2,1,2,1,2016,2,7,1,5,5,4.2,0,0,0,100,0,0,0,2,2,2,2,2,2,2,2,5000,2,2,2,5,5,5,3,5,3,3,3,5,5,5,5,5,3,3,7,7,7,2,2,1,3,1,2,14,3,3,9,4,1,6000,2,2,2,400,100,0,0,1,59.96361961
2,2,1,13,1,68,2018,2013,17,6,3,3,1,13,2,0,1,1,5,40,0,0,200,150,4,4,4,4,4,3,4,3,3,3,4,3,4,3,4,4,3,3,4,6,4,1,1,1,2,1,1,1,2,2,2,3,1,2,2011,1,13,1,6,1,2016,3,7,1,3,3,3.9,0,0,50,50,0,0,0,2,2,2,2,2,2,2,2,1000,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,3,1,13,13,1,1,10,7,3,2400,2,2,2,160,50,0,0,1,46.67828662
2,2,1,13,2,60.08333333,2018,2016,12,7,1,1,1,1,2,1,1,4,6,60,0,0,250,100,3,4,3,3,3,3,4,2,3,3,4,3,3,3,3,3,3,3,3,6,3,4,1,1,2,1,2,2,2,2,9,7,1,2,1977,1,6,1,1,2,2016,2,7,1,2,2,3,0,0,20,80,0,0,0,2,2,2,1,2,2,2,2,2000,2,2,2,5,4,4,4,4,4,4,4,4,4,3,3,3,2,2,5,5,5,2,2,2,3,1,6,1,2,1,10,7,3,3000,2,2,1,100,85,0,0,1,55.47542341
2,2,1,13,2,59.08333333,2018,2008,17,3,2,2,1,13,2,0,4,1,5,40,0,0,250,100,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,6,5,1,1,1,2,1,1,1,2,2,3,4,1,2,1979,1,8,1,6,2,2016,2,7,1,4,4,4.3,0,0,30,70,0,0,0,2,2,2,1,2,2,2,2,3000,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,4,1,13,13,1,1,10,7,3,3000,2,2,1,30,20,0,0,1,66.12645873
2,2,1,13,1,54.08333333,2018,2002,15,1,9,1,1,13,1,0,5,1,4,48,3,0,350,200,3,3,3,3,3,3,3,4,3,4,3,3,4,4,4,4,3,3,1,6,3,4,2,2,1,1,1,1,1,2,11,14,1,2,1984,1,14,1,1,1,2016,2,6,1,3,2,3.9,0,0,0,100,0,0,0,2,2,2,1,2,2,2,2,2400,1,2,2,5,3,4,3,3,3,4,4,4,3,4,4,3,3,3,4,4,4,2,1,1,6,1,14,13,3,2,1,2,4,4200,2,2,2,300,30,0,0,1,58.6220783
2,2,1,16,2,51,2018,2019,17,3,4,4,1,16,2,0,4,1,5,40,0,0,200,200,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,6,5,1,1,1,2,1,1,1,1,2,1,4,1,2,1987,1,16,1,6,1,2016,2,7,1,4,4,4,0,0,75,25,0,0,0,2,2,2,2,2,1,2,2,3000,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,2,1,2,5,1,16,16,2,1,3,3,1,0,2,1,1,400,20,150,50,1,56.83811081
2,2,1,5,2,24,2018,2017,17,1,9,9,1,1,6,2,4,1,5,40,13,2,230,230,2,1,4,5,5,5,5,5,2,4,4,4,2,4,3,2,2,2,2,6,3,5,1,1,2,1,1,1,2,2,11,7,1,2,2014,1,5,1,1,1,2014,1,1,1,5,5,4,50,0,0,50,0,0,0,2,2,2,2,2,1,2,2,3000,1,2,2,4,4,4,5,4,4,4,5,4,3,5,5,5,5,5,7,7,7,1,1,4,5,1,5,5,3,3,4,3,1,2760,2,2,1,70,0,0,30,1,54.08158514
2,2,1,1,1,25.75,2018,2019,13,1,1,1,1,1,6,1,1,1,5,40,0,0,180,180,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,6,3,2,2,1,2,1,1,1,3,2,10,7,1,2,2011,1,1,1,1,1,2013,1,3,1,5,5,3.1,0,50,0,50,0,0,0,1,1,2,2,2,1,2,2,2000,2,2,2,5,5,3,3,3,5,5,5,5,5,5,3,4,5,5,7,7,7,1,1,3,4,1,1,8,3,5,2,1,1,0,2,2,2,100,100,0,0,1,11.7104417
2,2,1,1,2,25.08333333,2018,2019,17,5,3,2,1,1,6,1,1,1,4,30,0,0,200,200,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,3,3,6,3,5,2,1,3,1,1,1,3,2,2,3,1,2,2013,1,1,1,1,1,2014,2,3,1,3,2,4.3,0,0,100,0,0,0,0,2,1,2,2,1,2,2,2,3500,2,2,1,5,5,5,5,5,5,5,4,2,5,5,1,3,1,1,7,7,7,1,1,3,5,1,1,1,5,5,5,4,1,0,2,2,1,50,0,0,0,1,20.28291501
2,2,1,8,2,23.16666667,2018,2019,10,5,5,5,1,1,6,0,1,3,5,40,5,0,180,175,3,2,4,4,4,4,4,2,2,4,4,4,4,3,4,4,4,3,4,6,4,2,2,1,2,1,1,1,2,2,4,7,1,2,2015,1,1,1,1,1,2015,2,1,1,4,4,3,10,0,30,60,0,0,0,2,2,2,2,2,1,2,2,2200,2,2,1,4,4,4,4,3,3,4,4,4,4,4,2,4,2,2,6,6,6,1,1,3,4,1,1,1,4,3,3,1,1,0,1,2,1,40,0,0,0,1,30.16883264
2,2,1,8,1,32.91666667,2018,2008,15,3,9,9,1,8,2,0,5,1,5,40,0,0,280,98,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,6,3,3,2,2,1,1,1,1,2,2,3,4,1,2,2005,1,1,1,7,1,2016,2,7,1,3,3,3.8,0,0,0,100,0,0,0,2,2,2,2,1,2,2,2,4000,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,2,2,1,4,1,1,8,1,1,2,5,3,3360,2,2,8,200,30,5,5,1,68.52148951
2,2,1,8,1,24,2018,2019,3,1,5,5,1,8,-1,0,1,1,5,50,0,0,180,180,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,2,1,2,1,1,1,2,2,2,1,1,2,2014,1,8,1,1,1,2014,1,5,1,3,3,4,50,0,0,50,0,0,0,2,1,2,2,2,2,2,2,4000,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,1,1,3,4,1,8,8,4,4,4,3,3,0,2,-1,2,60,0,0,0,1,65.03030021
2,2,1,8,2,23,2018,2018,14,1,-1,-1,1,8,6,1,1,1,5,40,0,0,230,230,4,3,3,4,4,3,4,4,3,3,2,3,3,3,3,3,3,3,3,6,3,4,2,1,3,1,1,1,2,2,2,3,2,2,2015,1,1,1,1,1,2015,1,5,1,3,3,3.7,20,0,0,80,0,0,0,2,2,2,2,2,1,2,2,2800,2,2,2,4,4,5,4,5,5,5,5,5,5,5,3,5,4,4,4,4,3,1,1,3,3,1,8,1,4,3,6,4,1,2580,2,1,1,70,0,0,0,1,101.2686551
2,2,1,4,2,22.5,2018,2019,15,3,-1,-1,1,8,2,0,5,1,5,45,0,0,200,200,4,4,4,4,4,5,4,4,4,5,4,5,4,4,5,3,4,4,3,6,1,2,2,2,1,1,1,1,2,2,3,4,1,2,2016,1,9,1,1,1,2016,1,5,1,5,4,3.9,50,0,0,50,0,0,0,2,2,2,2,2,2,2,2,2400,2,1,1,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,7,6,6,1,2,1,1,1,9,8,3,5,5,3,3,0,2,1,1,50,3,0,2,1,65.69051704
1,2,1,4,1,22.16666667,2018,2017,15,3,9,9,1,5,9,0,5,1,5,40,2,6,158,150,2,4,3,3,4,4,2,4,3,5,3,5,4,4,3,3,2,2,2,6,2,2,2,1,3,1,1,1,3,2,3,10,1,2,2016,1,9,1,1,1,2016,2,2,1,3,3,3.8,0,0,0,100,0,0,0,2,2,2,2,2,1,2,2,2500,1,1,2,4,3,5,1,3,3,4,4,3,4,3,2,2,3,3,6,5,5,1,2,1,1,1,9,5,5,5,4,2,3,2000,2,2,8,80,80,0,0,1,87.11036724
2,2,1,15,2,21.83333333,2018,2017,17,4,4,4,1,15,3,0,1,1,5,40,0,0,170,150,4,5,5,4,4,3,5,4,5,4,4,3,4,4,3,4,3,2,3,6,4,2,1,1,2,1,1,1,2,2,1,6,1,2,2016,1,15,1,1,1,2016,1,5,1,3,4,3.4,100,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2000,2,2,2,5,4,5,4,3,4,5,4,4,5,3,4,5,4,4,6,5,6,1,2,1,1,1,15,15,3,3,4,3,3,2040,2,2,1,170,40,0,0,1,108.2670016
